episode,avg_reward,avg_q_total,avg_loss,agent_0_q_indiv,agent_0_loss,agent_1_q_indiv,agent_1_loss,agent_2_q_indiv,agent_2_loss
63,-0.20806720852851868,1.3397877216339111,1.8724336624145508,-0.009659177623689175,0.006505221128463745,-0.021012311801314354,0.0036566234193742275,-0.03938158228993416,0.005335172172635794
64,-0.16840793192386627,1.0732042789459229,1.5321838855743408,-0.05035589262843132,0.007117308676242828,-0.05647966265678406,0.005818186327815056,-0.071629598736763,0.0028543113730847836
65,-0.14915505051612854,0.8094897270202637,1.3892205953598022,-0.08595751225948334,0.008390309289097786,-0.09153163433074951,0.007807010319083929,-0.09890328347682953,0.0015493534738197923
66,-0.20440924167633057,0.510210394859314,2.130344867706299,-0.12239481508731842,0.009537793695926666,-0.1293349713087082,0.013434387743473053,-0.12428140640258789,0.0022019571624696255
67,-0.24013516306877136,0.23072199523448944,2.314239740371704,-0.15328896045684814,0.010988782159984112,-0.16021892428398132,0.018129892647266388,-0.15382550656795502,0.005883987993001938
68,-0.19156105816364288,0.006790699902921915,1.6535886526107788,-0.1970219612121582,0.014164840802550316,-0.19056496024131775,0.019734015688300133,-0.18311119079589844,0.007874083705246449
69,-0.14557704329490662,-0.2397807389497757,1.1113829612731934,-0.23038733005523682,0.016277965158224106,-0.22400660812854767,0.02255794033408165,-0.2225036919116974,0.01239957194775343
70,-0.19752509891986847,-0.4841299057006836,1.4628833532333374,-0.24621185660362244,0.015801243484020233,-0.2505776286125183,0.03201071545481682,-0.23696374893188477,0.01642557978630066
71,-0.2370409518480301,-0.6714006662368774,1.5588098764419556,-0.2675110399723053,0.017369071021676064,-0.27696260809898376,0.03920335695147514,-0.2548317015171051,0.020648445934057236
72,-0.22521445155143738,-0.8279760479927063,1.5623668432235718,-0.3026871681213379,0.020591862499713898,-0.2928215265274048,0.03626568987965584,-0.2750058174133301,0.023387521505355835
73,-0.2400379180908203,-1.0049502849578857,1.9277876615524292,-0.3226207196712494,0.02344343066215515,-0.30576640367507935,0.037114907056093216,-0.2877858281135559,0.027974992990493774
74,-0.1802656650543213,-1.0799063444137573,1.2092794179916382,-0.32635360956192017,0.019999980926513672,-0.32321202754974365,0.03549117594957352,-0.3041980266571045,0.028237532824277878
75,-0.1408884972333908,-1.1256067752838135,1.118115782737732,-0.33024582266807556,0.016683479771018028,-0.3337944447994232,0.03087593987584114,-0.31869539618492126,0.026763880625367165
76,-0.0976364016532898,-1.1251592636108398,0.7226848602294922,-0.3341929316520691,0.015115621499717236,-0.33940690755844116,0.02840442582964897,-0.3273047208786011,0.026652663946151733
77,-0.20521602034568787,-1.1985938549041748,1.439823031425476,-0.33810335397720337,0.018758635967969894,-0.33661797642707825,0.039238978177309036,-0.30670398473739624,0.03113999404013157
78,-0.16565154492855072,-1.139448881149292,0.9588476419448853,-0.32787367701530457,0.01575661264359951,-0.326348215341568,0.03198939189314842,-0.3132951259613037,0.02951500378549099
79,-0.16429424285888672,-1.0873050689697266,1.0651084184646606,-0.3147321343421936,0.014110557734966278,-0.32159584760665894,0.0332740880548954,-0.30347001552581787,0.028137069195508957
80,-0.1087847352027893,-0.9730417132377625,0.7239815592765808,-0.30439335107803345,0.012313436716794968,-0.30880269408226013,0.026116514578461647,-0.29584237933158875,0.021922793239355087
81,-0.1064331904053688,-0.8994787931442261,0.7640743255615234,-0.2985737919807434,0.01270495355129242,-0.29393255710601807,0.024422859773039818,-0.2876583933830261,0.022520655766129494
82,-0.19394510984420776,-0.8315696716308594,1.102960228919983,-0.2738984227180481,0.013921831734478474,-0.28091591596603394,0.032032839953899384,-0.2654024064540863,0.025255868211388588
83,-0.2039990872144699,-0.7392815351486206,1.0916762351989746,-0.24970698356628418,0.01373334787786007,-0.26327410340309143,0.03269113972783089,-0.24733145534992218,0.026499886065721512
84,-0.1742260456085205,-0.6367917060852051,0.8515617251396179,-0.23732538521289825,0.01262694876641035,-0.2557685971260071,0.029230719432234764,-0.23903867602348328,0.022945765405893326
85,-0.21642915904521942,-0.6018298864364624,0.96575927734375,-0.2327430248260498,0.0163574256002903,-0.2321733981370926,0.028122300282120705,-0.2279105931520462,0.028248298913240433
